ユーザーID,パスワード,,,,,,,,,,,,,,,
paiduser10,Test1111,4,0,1,発注します２８,内容28,100000,2023,10,1,2023,10,20,希望２８,-,-
paiduser10,Test1111,4,1,1,発注します２９,内容29,100000,2023,10,1,2023,10,20,希望２９,-,-
paiduser10,Test1111,4,2,1,発注します３０,内容30,100000,2023,10,1,2023,10,20,希望３０,-,-
freeuser01,Test1111,1,0,2,おまかせください１,受注内容1,100000,2023,10,1,2023,10,20,希望３１,-,-
freeuser01,Test1111,1,1,2,おまかせください２,受注内容2,100000,2023,10,1,2023,10,20,希望３２,-,-
freeuser02,Test1111,1,2,2,おまかせください３,受注内容3,100000,2023,10,1,2023,10,20,希望３３,-,-
freeuser02,Test1111,2,0,2,おまかせください４,受注内容4,100000,2023,10,1,2023,10,20,希望３４,-,-
freeuser03,Test1111,2,1,2,おまかせください５,受注内容5,100000,2023,10,1,2023,10,20,希望３５,-,-
freeuser03,Test1111,2,2,2,おまかせください６,受注内容6,100000,2023,10,1,2023,10,20,希望３６,-,-
freeuser04,Test1111,3,0,2,おまかせください７,受注内容7,100000,2023,10,1,2023,10,20,希望３７,-,-
freeuser04,Test1111,3,1,2,おまかせください８,受注内容8,100000,2023,10,1,2023,10,20,希望３８,-,-
freeuser05,Test1111,3,2,2,おまかせください９,受注内容9,100000,2023,10,1,2023,10,20,希望３９,-,-
freeuser05,Test1111,4,0,2,おまかせください１０,受注内容10,100000,2023,10,1,2023,10,20,希望４０,-,-
freeuser06,Test1111,4,1,2,おまかせください１１,受注内容11,100000,2023,10,1,2023,10,20,希望４１,-,-
freeuser06,Test1111,4,2,2,おまかせください１２,受注内容12,100000,2023,10,1,2023,10,20,希望４２,-,-
freeuser07,Test1111,4,0,2,おまかせください１３,受注内容13,100000,2023,10,1,2023,10,20,希望４３,-,-
freeuser07,Test1111,4,1,2,おまかせください１４,受注内容14,100000,2023,10,1,2023,10,20,希望４４,-,-
freeuser08,Test1111,4,2,2,おまかせください１５,受注内容15,100000,2023,10,1,2023,10,20,希望４５,-,-
freeuser08,Test1111,1,0,2,おまかせください１６,受注内容16,100000,2023,10,1,2023,10,20,希望４６,-,-
freeuser09,Test1111,1,1,2,おまかせください１７,受注内容17,100000,2023,10,1,2023,10,20,希望４７,-,-
freeuser09,Test1111,1,2,2,おまかせください１８,受注内容18,100000,2023,10,1,2023,10,20,希望４８,-,-
freeuser10,Test1111,2,0,2,おまかせください１９,受注内容19,100000,2023,10,1,2023,10,20,希望４９,-,-
freeuser10,Test1111,2,1,2,おまかせください２０,受注内容20,100000,2023,10,1,2023,10,20,希望５０,-,-
